"visit_library","visit_cinema","visit_concert","visit_museum","visit_historical_site","artistic_activity_sung","artistic_activity_played_music","subjective_urbanization","life_satisfaction","gender","difficulty_bills","megye","marital_status","marital_status_str","occupation","occupation_paid","age_exact","age_education_raw","age_education","big_five_risk_taking","big_five_creative","big_five_organized","big_five_talkative","big_five_compassionate","big_five_calm","weight_10","proj_weight_10","weight_15","proj_weight_15","weight_1569","proj_weight_1569"
0,2,9999,0,0,99998,99998,"nagyvárosban él?","NT/NV","férfi","Néha","Borsod","hajadon\notlen, sosem élt partnerrel",NA,"Szakmunkás",NA,23,18,18,"8","7","8","7","8","8",0.81331985644777,6591.73502279316,0.824103110910181,6625.53909796606,0.734344050995315,6545.27519924998
0,0,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Néha","Borsod","hajadon\notlen, régebben partnerrel élt együtt, de",NA,"Szakmunkás",NA,38,18,18,"7","5","6","7","5","7",0.813151154119559,6590.36773655703,0.824412533052303,6628.02675815477,0.706103536904241,6293.56493313719
0,4,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","no","Néha","Borsod","házas",NA,"Szakmunkás",NA,47,18,18,"8","6","8","8","8","7",0.76740347559081,6219.59531242551,0.777261724078191,6248.94855274225,1.15077266274289,10256.9412242354
0,0,0,0,0,0,0,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","no","Szinte soha\Soha","Tolna","özvegy",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Segédmunkás, házi személyzet",80,13,13,"0 - Egyáltalán nem igaz rám nézve","5","5","6","5","10 - Teljes mértékben igaz rám nézve",3.4833587250729,28231.6698934421,3.48529872576394,28020.7448193422,1,1.215009473
0,0,0,0,0,0,0,"kis, esetleg közepes méretu városban, vagy","Egyáltalán nem elégedett","no","Szinte soha\Soha","Tolna","elvált",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",57,0,0,"0 - Egyáltalán nem igaz rám nézve","0 - Egyáltalán nem igaz rám nézve","10 - Teljes mértékben igaz rám nézve","8","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",0.61333223607886,4970.8900491214,0.612650314217516,4925.52273676801,1.18479072449771,10560.1472972316
0,0,0,0,0,0,0,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","no","Az esetek többségében","Tolna","házas",NA,"A szokásos háztartás körüli dolgokért ,bevásárlásért","Segédmunkás, házi személyzet",40,14,14,"2","3","7","8","6","7",1.1210352683074,9085.68428682246,1.12139096287852,9015.64327363305,0.91829180462268,8184.81822835613
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Tolna","házas",NA,"Szakmunkás",NA,38,17,17,"3","5","10 - Teljes mértékben igaz rám nézve","9","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",0.609799953598834,4942.26186557295,0.609207240196609,4897.84146577085,0.676434979704441,6029.12638914111
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","férfi","Néha","Tolna","elvált",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",64,18,18,"6","5","5","5","8","7",0.653659709543735,5297.73319344127,0.653487927640083,5253.844764457,1,1.215009473
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Egyáltalán nem elégedett","no","Az esetek többségében","Békés","hajadon\notlen, sosem élt partnerrel",NA,"Segédmunkás, házi személyzet",NA,41,15,15,"10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","0 - Egyáltalán nem igaz rám nézve",1.15381799252302,9351.37930169458,1.15825658769258,9312.03171743676,0.914711205497469,8152.90402326257
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","no","Néha","Békés","hajadon\notlen, jelenleg partnerével él",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",17,999,999,"10 - Teljes mértékben igaz rám nézve","3","1","5","7","0 - Egyáltalán nem igaz rám nézve",0.922227556827108,7474.40215203034,0.924881158214719,7435.76403680343,0.82188407490064,7325.5273802715
0,0,2,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","no","NT\NV","Borsod","hajadon\notlen, jelenleg partnerével él",NA,"Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",NA,24,19,19,"6","8","8","10 - Teljes mértékben igaz rám nézve","8","7",0.763142165440554,6185.05855897268,0.77260345370118,6211.49747155691,0.683290122411944,6090.22689848673
0,0,0,0,0,99998,99998,"nagyvárosban él?","Nem nagyon elégedett","férfi","Szinte soha\Soha","Borsod","elvált",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",67,18,18,"4","7","8","8","8","8",0.680729154253266,5517.1236402929,0.689392098117996,5542.50340696439,1,1.215009473
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Heves","házas",NA,"Szakmunkás",NA,51,17,17,"5","8","8","5","4","7",0.662675236258307,5370.80157204072,0.664070382352572,5338.92449115845,1.18809852644134,10589.6300362778
0,0,0,0,0,99998,99998,"nagyvárosban él?","Nem nagyon elégedett","férfi","Néha","Borsod","újraházasodott",NA,"Szakmunkás",NA,59,19,19,"3","6","8","7","10 - Teljes mértékben igaz rám nézve","9",0.817861353847124,6628.5426172788,0.829071888995194,6665.48656696057,1,1.215009473
0,2,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Borsod","hajadon\notlen, jelenleg partnerével él",NA,"Szakmunkás",NA,35,19,19,"8","8","5","8","6","7",0.676808721698497,5485.34960653374,0.685517737870128,5511.35472549236,0.725132196474368,6463.16910354002
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","no","Szinte soha\Soha","Borsod","házas",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",46,18,18,"1","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","4",0.635053072135604,5146.9314854942,0.64267852510219,5166.94044606247,0.674718705247567,6013.82907908262
0,0,0,0,2,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Heves","házas",NA,"Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",NA,50,18,18,"3","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","5","8","9",0.662675236258307,5370.80157204072,0.664070382352572,5338.92449115845,1.18809852644134,10589.6300362778
2,2,0,2,1,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","NT\NV","Heves","házas",NA,"Munkanélküli, vagy ideiglenesen nem dolgozik","Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",30,19,19,"1","9","9","7","9","7",0.742065796490221,6014.24035225878,0.751880755179032,6044.89325970991,0.654607192987708,5834.5733443416
0,3,1,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Heves","hajadon\notlen, régebben partnerrel élt együtt, de",NA,"Alkalmazott, aki nem irodai munkát végez, hanem utazik",NA,38,17,17,"1","9","9","7","8","9",0.676808721698497,5485.34960653374,0.685517737870128,5511.35472549236,0.725132196474368,6463.16910354002
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Szinte soha\Soha","Borsod","házas",NA,"Szakmunkás",NA,63,18,18,"5","5","6","5","6","6",0.680729154253266,5517.1236402929,0.689392098117996,5542.50340696439,1,1.215009473
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Nem nagyon elégedett","férfi","Szinte soha\Soha","Heves","hajadon\notlen, jelenleg partnerével él",NA,"Szakmunkás",NA,22,18,18,"5","8","5","5","5","6",1.21147461588898,9818.67046706376,1.2150536948824,9768.66323521123,0.95768506392946,8535.93392515903
0,0,2,2,2,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Szinte soha\Soha","Heves","hajadon\notlen, sosem élt partnerrel",NA,"Irodai munkát végzo alkalmazott",NA,49,18,18,"1","9","10 - Teljes mértékben igaz rám nézve","5","8","8",0.76740347559081,6219.59531242551,0.777261724078191,6248.94855274225,1.15077266274289,10256.9412242354
0,0,3,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Borsod","házas",NA,"Segédmunkás, házi személyzet",NA,44,18,18,"5","8","5","10 - Teljes mértékben igaz rám nézve","7","4",0.676808721698497,5485.34960653374,0.685517737870128,5511.35472549236,0.725132196474368,6463.16910354002
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Egyáltalán nem elégedett","no","Az esetek többségében","Vas","elvált",NA,"Segédmunkás, házi személyzet",NA,39,17,17,"9","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","8","10 - Teljes mértékben igaz rám nézve","8",0.650215815376952,5269.82137300063,0.652440983314604,5245.42764957171,0.682380269468557,6082.11729659475
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Egyáltalán nem elégedett","no","Az esetek többségében","Vas","házas",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",67,18,18,"4","8","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","7",0.653982207813254,5300.34695372405,0.656128402720682,5275.07338336659,1,1.215009473
0,2,0,1,0,99998,99998,"nagyvárosban él?","Nem nagyon elégedett","férfi","Szinte soha\Soha","Vas","házas",NA,"Szakmunkás",NA,55,17,17,"5","4","6","7","6","6",0.696982475173564,5648.85236165347,0.699864147964029,5626.69551202042,1.28450703507159,11448.9278268421
0,4,0,1,2,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Vas","házas",NA,"Csoportvezeto, muvezeto",NA,44,18,18,"7","5","6","6","7","4",0.832566227768218,6747.72159915535,0.836935579317828,6728.70825244768,0.714121482090265,6365.02960654729
0,1,3,0,0,99998,99998,"faluban, falusias településen él, vagy","Nagyon elégedett","férfi","Szinte soha\Soha","Heves","házas",NA,"Szakmunkás",NA,51,17,17,"5","5","6","6","9","9",0.662675236258307,5370.80157204072,0.664070382352572,5338.92449115845,1.18809852644134,10589.6300362778
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Néha","Heves","hajadon\notlen, jelenleg partnerével él",NA,"Segédmunkás, házi személyzet",NA,29,14,14,"3","2","8","7","5","6",1.17801625500323,9547.49960174261,1.18246363683044,9506.64905158583,0.917483673336589,8177.61528083116
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Nagyon elégedett","no","Szinte soha\Soha","Heves","özvegy",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",68,17,17,"6","4","7","8","6","8",0.621791550732256,5039.450481069,0.622571452666411,5005.28568125792,1,1.215009473
0,0,0,1,1,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Heves","házas",NA,"Középvezeto, egyéb vezeto (osztályvezeto, foosztályvezeto,",NA,47,18,18,"0 - Egyáltalán nem igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","7","7","7",0.817861353847124,6628.5426172788,0.829071888995194,6665.48656696057,1.23675585408771,11023.3172152969
0,0,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Néha","Borsod","házas",NA,"Szakmunkás",NA,39,17,17,"7","8","7","7","8","8",0.676808721698497,5485.34960653374,0.685517737870128,5511.35472549236,0.725132196474368,6463.16910354002
0,0,0,0,0,99998,99998,"nagyvárosban él?","Nem nagyon elégedett","no","Néha","Borsod","házas",NA,"Szakmunkás",NA,38,17,17,"7","6","5","4","6","6",0.635053072135604,5146.9314854942,0.64267852510219,5166.94044606247,0.674718705247567,6013.82907908262
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","no","Néha","Borsod","özvegy",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Segédmunkás, házi személyzet",66,14,14,"0 - Egyáltalán nem igaz rám nézve","3","4","6","7","7",1.17422227477508,9516.75042951051,1.18968884244936,9564.73751367908,1,1.215009473
0,0,0,1,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Egyáltalán nem elégedett","férfi","Néha","Borsod","elvált",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",63,17,17,"2","2","2","6","6","6",0.680729154253266,5517.1236402929,0.689392098117996,5542.50340696439,1,1.215009473
1,1,1,2,0,250,99998,"nagyvárosban él?","Nem nagyon elégedett","no","Néha","Békés","hajadon\notlen, jelenleg partnerével él",NA,"Irodai munkát végzo alkalmazott",NA,38,18,18,"2","8","7","9","7","2",0.774612254964223,6278.02049790525,0.785580802864885,6315.83142338137,0.701392093742935,6251.57141247806
0,4,0,0,0,99999,99998,"nagyvárosban él?","Inkább elégedett","férfi","NT\NV","Békés","hajadon\notlen, sosem élt partnerrel",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",16,99,99,"0 - Egyáltalán nem igaz rám nézve","4","4","10 - Teljes mértékben igaz rám nézve","5","7",1.00964251451898,8182.87647927741,1.02414872933965,8233.84520521691,0.944246367973921,8416.15360797823
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Békés","özvegy",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",68,17,17,"7","7","8","8","8","6",0.67277484944579,5452.65617504447,0.674971283185462,5426.56442809741,1,1.215009473
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Tolna","házas",NA,"Csoportvezeto, muvezeto",NA,48,17,17,"8","8","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","8",0.61333223607886,4970.8900491214,0.612650314217516,4925.52273676801,1.18479072449771,10560.1472972316
0,5,6,3,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","férfi","Szinte soha\Soha","Tolna","hajadon\notlen, sosem élt partnerrel",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",24,999,999,"6","6","8","7","8","9",0.780977893792406,6329.6122598345,0.781183067779032,6280.4749669282,0.736211993780179,6561.92434288615
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Tolna","házas",NA,"Szakmunkás",NA,49,18,18,"3","2","6","6","7","5",0.785338796880524,6364.95618681362,0.785893067360609,6318.34193523108,1.23990177618125,11051.3571045418
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","férfi","Szinte soha\Soha","Tolna","házas",NA,"Cégtulajdonos (teljes mértékben, vagy partnerként)",NA,50,17,17,"8","10 - Teljes mértékben igaz rám nézve","6","8","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",0.653659709543735,5297.73319344127,0.653487927640083,5253.844764457,1.27331567027217,11349.178176296
0,0,0,0,1,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Komárom","házas",NA,"Szakmunkás",NA,41,17,17,"0 - Egyáltalán nem igaz rám nézve","5","8","5","5","5",0.633920483155697,5137.75216153439,0.642090733872561,5162.21478282714,0.685890935687022,6113.40818334112
